item_id,title,year,tag,score
60341,Standard Operating Procedure (2008),2008.0,military,0.89513767
46578,Little Miss Sunshine (2006),2006.0,family bonds,1.005454
7147,Big Fish (2003),2003.0,family bonds,1.0020126
104374,About Time (2013),2013.0,family bonds,0.9895383
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",2010.0,family bonds,0.96738005
42004,Transamerica (2005),2005.0,family bonds,0.9543755
7349,Broken Wings (Knafayim Shvurot) (2002),2002.0,family bonds,0.92633235
6377,Finding Nemo (2003),2003.0,family bonds,0.8593055
45672,Click (2006),2006.0,family bonds,0.84733653
95567,People Like Us (2012),2012.0,family bonds,0.8419434000000001
74787,My Name is Khan (2010),2010.0,family bonds,0.8273858000000001
4979,"Royal Tenenbaums, The (2001)",2001.0,family bonds,0.82732975
30793,Charlie and the Chocolate Factory (2005),2005.0,family bonds,0.82263756
91653,We Bought a Zoo (2011),2011.0,family bonds,0.82001674
65188,Dear Zachary: A Letter to a Son About His Father (2008),2008.0,family bonds,0.80533874
7323,"Good bye, Lenin! (2003)",2003.0,family bonds,0.8006455
91077,"Descendants, The (2011)",2011.0,family bonds,0.7872826
8753,Unprecedented: The 2000 Presidential Election (2002),2002.0,family bonds,0.7849802
66665,Away We Go (2009),2009.0,family bonds,0.7848674
3967,Billy Elliot (2000),2000.0,family bonds,0.77823734
4886,"Monsters, Inc. (2001)",2001.0,family bonds,0.77644205
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),2004.0,futuristic,1.0476736
86835,Priest (2011),2011.0,futuristic,1.0431231
27608,Immortel (ad vitam) (Immortal) (2004),2004.0,futuristic,1.0267882
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),2012.0,futuristic,1.0255671999999998
75985,Repo Men (2010),2010.0,futuristic,1.0248152
68237,Moon (2009),2009.0,futuristic,1.0223244
5445,Minority Report (2002),2002.0,futuristic,1.0153594
3986,"6th Day, The (2000)",2000.0,futuristic,1.0147655999999998
5378,Star Wars: Episode II - Attack of the Clones (2002),2002.0,futuristic,1.0146687
61350,Babylon A.D. (2008),2008.0,futuristic,1.0142543
5523,"Adventures of Pluto Nash, The (2002)",2002.0,futuristic,1.0134596
96737,Dredd (2012),2012.0,futuristic,1.0104158
48774,Children of Men (2006),2006.0,futuristic,1.0089902
58297,Doomsday (2008),2008.0,futuristic,1.0083523
8865,Sky Captain and the World of Tomorrow (2004),2004.0,futuristic,1.0074155
8644,"I, Robot (2004)",2004.0,futuristic,1.0069462
68791,Terminator Salvation (2009),2009.0,futuristic,1.0042716
72998,Avatar (2009),2009.0,futuristic,1.0041540999999998
4370,A.I. Artificial Intelligence (2001),2001.0,futuristic,1.0014203000000002
101864,Oblivion (2013),2013.0,futuristic,1.0004823
6058,Final Destination 2 (2003),2003.0,death,0.9383322
78467,Jonah Hex (2010),2010.0,death,0.9348583
3409,Final Destination (2000),2000.0,death,0.93188715
57538,Over Her Dead Body (2008),2008.0,death,0.931316
43679,Final Destination 3 (2006),2006.0,death,0.9232887
88932,Final Destination 5 (2011),2011.0,death,0.9161029
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",2009.0,death,0.91526496
3563,"Crow: Salvation, The (2000)",2000.0,death,0.9140264
47950,Hollywoodland (2006),2006.0,death,0.91236806
52717,"Condemned, The (2007)",2007.0,death,0.9120841
6187,"Life of David Gale, The (2003)",2003.0,death,0.91195583
45662,"Omen, The (2006)",2006.0,death,0.9108181
81512,Hereafter (2010),2010.0,death,0.9104173
53349,Ten Canoes (2006),2006.0,death,0.9077245
30894,White Noise (2005),2005.0,death,0.9063332
79588,Charlie St. Cloud (2010),2010.0,death,0.906176
53207,88 Minutes (2008),2008.0,death,0.9042604
90943,Into the Abyss (2011),2011.0,death,0.9031197
4758,Soul Survivors (a.k.a. The Killer Cut) (2001),2001.0,death,0.9029716
6493,Alex and Emma (2003),2003.0,death,0.90177834
56251,Futurama: Bender's Big Score (2007),2007.0,time travel,1.0205497
60674,Stargate: Continuum (2008),2008.0,time travel,1.0194982
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",2006.0,time travel,1.0129006
96610,Looper (2012),2012.0,time travel,1.0123357
71106,Frequently Asked Questions About Time Travel (2009),2009.0,time travel,1.0116086
3510,Frequency (2000),2000.0,time travel,1.0033636
7254,The Butterfly Effect (2004),2004.0,time travel,0.9998667
4738,Happy Accidents (2000),2000.0,time travel,0.9981146
49278,Déjà Vu (Deja Vu) (2006),2006.0,time travel,0.9951463
65642,"Timecrimes (Cronocrímenes, Los) (2007)",2007.0,time travel,0.9932854
4878,Donnie Darko (2001),2001.0,time travel,0.98853886
8914,Primer (2004),2004.0,time travel,0.98528254
95088,Safety Not Guaranteed (2012),2012.0,time travel,0.9846468
104374,About Time (2013),2013.0,time travel,0.9828427
70599,"Time Traveler's Wife, The (2009)",2009.0,time travel,0.9808415
27618,"Sound of Thunder, A (2005)",2005.0,time travel,0.9781828
27788,"Jacket, The (2005)",2005.0,time travel,0.9759393
6959,Timeline (2003),2003.0,time travel,0.97104263
6537,Terminator 3: Rise of the Machines (2003),2003.0,time travel,0.9606476
67799,The Butterfly Effect 3: Revelations (2009),2009.0,time travel,0.94507086
55116,"Hunting Party, The (2007)",2007.0,war,0.9970465
27816,Saints and Soldiers (2003),2003.0,war,0.99621964
50068,Letters from Iwo Jima (2006),2006.0,war,0.99518573
77833,Armadillo (2010),2010.0,war,0.99397624
3753,"Patriot, The (2000)",2000.0,war,0.9935367
40278,Jarhead (2005),2005.0,war,0.98859644
4223,Enemy at the Gates (2001),2001.0,war,0.9865242
5152,We Were Soldiers (2002),2002.0,war,0.9855881
48783,Flags of Our Fathers (2006),2006.0,war,0.9853618
40414,Joyeux Noël (Merry Christmas) (2005),2005.0,war,0.98525023
5010,Black Hawk Down (2001),2001.0,war,0.98304105
4967,No Man's Land (2001),2001.0,war,0.9771465
107069,Lone Survivor (2013),2013.0,war,0.9744723
5221,Harrison's Flowers (2000),2000.0,war,0.97422945
51007,Days of Glory (Indigènes) (2006),2006.0,war,0.9740695
8730,To End All Wars (2001),2001.0,war,0.9725766
48319,Flyboys (2006),2006.0,war,0.9695296
91126,War Horse (2011),2011.0,war,0.9691788
33750,Innocent Voices (Voces inocentes) (2004),2004.0,war,0.9686334
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",2003.0,war,0.9669633
44943,9/11 (2002),2002.0,terrorism,0.88723814
62374,Body of Lies (2008),2008.0,terrorism,0.87649274
54736,"Kingdom, The (2007)",2007.0,terrorism,0.8692136999999999
55284,Rendition (2007),2007.0,terrorism,0.8687540000000001
61352,Traitor (2008),2008.0,terrorism,0.8624799000000001
77800,Four Lions (2010),2010.0,terrorism,0.86183894
41997,Munich (2005),2005.0,terrorism,0.8596475
7789,"11'09""01 - September 11 (2002)",2002.0,terrorism,0.8590268
62081,Eagle Eye (2008),2008.0,terrorism,0.85692346
58103,Vantage Point (2008),2008.0,terrorism,0.8499119
41527,Paradise Now (2005),2005.0,terrorism,0.84601235
78218,Unthinkable (2010),2010.0,terrorism,0.8408283999999999
44191,V for Vendetta (2006),2006.0,terrorism,0.8402226
5093,Collateral Damage (2002),2002.0,terrorism,0.83786905
4901,Spy Game (2001),2001.0,terrorism,0.8375521
56788,Charlie Wilson's War (2007),2007.0,terrorism,0.8341122999999999
4344,Swordfish (2001),2001.0,terrorism,0.80593526
98961,Zero Dark Thirty (2012),2012.0,terrorism,0.80120504
67508,"Baader Meinhof Komplex, Der (2008)",2008.0,terrorism,0.7972003000000001
101362,Olympus Has Fallen (2013),2013.0,terrorism,0.77542114
68157,Inglourious Basterds (2009),2009.0,betrayal,1.0109043
62374,Body of Lies (2008),2008.0,betrayal,1.0093211
40959,"Ice Harvest, The (2005)",2005.0,betrayal,1.0089682
8983,House of Flying Daggers (Shi mian mai fu) (2004),2004.0,betrayal,1.0083683
4881,"Man Who Wasn't There, The (2001)",2001.0,betrayal,1.006811
55805,Before the Devil Knows You're Dead (2007),2007.0,betrayal,1.0060438
5959,Narc (2002),2002.0,betrayal,1.005892
90647,Puss in Boots (2011),2011.0,betrayal,1.0055288
4034,Traffic (2000),2000.0,betrayal,1.0053318000000002
4235,Amores Perros (Love's a Bitch) (2000),2000.0,betrayal,1.0050690999999998
44665,Lucky Number Slevin (2006),2006.0,betrayal,1.0044383
5319,Nine Queens (Nueve reinas) (2000),2000.0,betrayal,1.0042472
4889,Heist (2001),2001.0,betrayal,1.0041025
51935,Shooter (2007),2007.0,betrayal,1.0039822
61323,Burn After Reading (2008),2008.0,betrayal,1.0038378
89753,Tinker Tailor Soldier Spy (2011),2011.0,betrayal,1.0038338
78469,"A-Team, The (2010)",2010.0,betrayal,1.003742
92507,Safe House (2012),2012.0,betrayal,1.0032933000000002
5064,The Count of Monte Cristo (2002),2002.0,betrayal,1.002622
6378,"Italian Job, The (2003)",2003.0,betrayal,1.0018312
72378,2012 (2009),2009.0,disaster,0.9202255
8361,"Day After Tomorrow, The (2004)",2004.0,disaster,0.89657617
61348,Disaster Movie (2008),2008.0,disaster,0.8838550999999999
6264,"Core, The (2003)",2003.0,disaster,0.8709648999999999
45442,Poseidon (2006),2006.0,disaster,0.8461566999999999
88932,Final Destination 5 (2011),2011.0,disaster,0.74906695
99145,"Impossible, The (Imposible, Lo) (2012)",2012.0,disaster,0.7238163000000001
6689,"Battle of Shaker Heights, The (2003)",2003.0,disaster,0.71928716
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",2009.0,disaster,0.7124984000000001
43679,Final Destination 3 (2006),2006.0,disaster,0.7023308000000001
8859,SuperBabies: Baby Geniuses 2 (2004),2004.0,disaster,0.70156455
81782,Unstoppable (2010),2010.0,disaster,0.7014041
6289,Ghosts of the Abyss (2003),2003.0,disaster,0.6983974000000001
67197,Knowing (2009),2009.0,disaster,0.68668616
84613,Sanctum (2011),2011.0,disaster,0.6806444
46974,World Trade Center (2006),2006.0,disaster,0.66960037
27618,"Sound of Thunder, A (2005)",2005.0,disaster,0.6684183000000001
8495,Animal Factory (2000),2000.0,disaster,0.6683891
64997,War of the Worlds (2005),2005.0,disaster,0.6650149999999999
61257,I.O.U.S.A. (a.k.a. IOUSA) (2008),2008.0,disaster,0.66168
58655,Drillbit Taylor (2008),2008.0,bullying,0.928108
81257,In a Better World (Hævnen) (2010),2010.0,bullying,0.91683686
87234,Submarine (2010),2010.0,bullying,0.91586435
27700,Evil (Ondskan) (2003),2003.0,bullying,0.91339433
105731,Carrie (2013),2013.0,bullying,0.9129003
92420,Chronicle (2012),2012.0,bullying,0.9125488000000002
65037,Ben X (2007),2007.0,bullying,0.91236246
27838,Mean Creek (2004),2004.0,bullying,0.91015816
59995,Boy A (2007),2007.0,bullying,0.90948844
44840,"Benchwarmers, The (2006)",2006.0,bullying,0.9077246
58652,CJ7 (Cheung Gong 7 hou) (2008),2008.0,bullying,0.9014319
6701,Zero Day (2002),2002.0,bullying,0.8893049999999999
96821,"Perks of Being a Wallflower, The (2012)",2012.0,bullying,0.8854245000000001
80831,Let Me In (2010),2010.0,bullying,0.88532615
52952,This Is England (2006),2006.0,bullying,0.88451374
7773,"Bang, Bang, You're Dead (2002)",2002.0,bullying,0.88327575
5465,All About Lily Chou-Chou (Riri Shushu no subete) (2001),2001.0,bullying,0.880697
4815,Hearts in Atlantis (2001),2001.0,bullying,0.8784784999999999
47124,"Ant Bully, The (2006)",2006.0,bullying,0.87538075
7451,Mean Girls (2004),2004.0,bullying,0.8681226000000001
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",2006.0,violence,1.0002978
32587,Sin City (2005),2005.0,violence,0.9999597
3899,Circus (2000),2000.0,violence,0.9967724
7438,Kill Bill: Vol. 2 (2004),2004.0,violence,0.98811674
58964,Inside (À l'intérieur) (2007),2007.0,violence,0.9879198
27773,Old Boy (2003),2003.0,violence,0.9874641
7022,Battle Royale (Batoru rowaiaru) (2000),2000.0,violence,0.9855418
37733,"History of Violence, A (2005)",2005.0,violence,0.98546815
55118,Eastern Promises (2007),2007.0,violence,0.9840629
57528,Rambo (Rambo 4) (2008),2008.0,violence,0.9818684
4011,Snatch (2000),2000.0,violence,0.98128104
48516,"Departed, The (2006)",2006.0,violence,0.9807919
72129,Saw VI (2009),2009.0,violence,0.97967386
4640,Brother (2000),2000.0,violence,0.97952867
6874,Kill Bill: Vol. 1 (2003),2003.0,violence,0.9793639
55577,Saw IV (2007),2007.0,violence,0.97899556
99114,Django Unchained (2012),2012.0,violence,0.9783108
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),2005.0,violence,0.97552824
93838,The Raid: Redemption (2011),2011.0,violence,0.9748734
54787,Death Sentence (2007),2007.0,violence,0.97374594
97923,Flight (2012),2012.0,alcoholism,1.024134
38600,Factotum (2005),2005.0,alcoholism,1.0215911
103539,The Spectacular Now (2013),2013.0,alcoholism,1.0146198
73023,Crazy Heart (2009),2009.0,alcoholism,1.0139323
87298,Everything Must Go (2010),2010.0,alcoholism,1.0096909
4017,Pollock (2000),2000.0,alcoholism,1.0093373
4729,Aberdeen (2000),2000.0,alcoholism,1.0074021999999998
54331,You Kill Me (2007),2007.0,alcoholism,1.0003331
84775,Submarino (2010),2010.0,alcoholism,0.99981
107141,Saving Mr. Banks (2013),2013.0,alcoholism,0.99762356
106841,August: Osage County (2013),2013.0,alcoholism,0.989599
91622,Young Adult (2011),2011.0,alcoholism,0.97625554
37855,"Prize Winner of Defiance Ohio, The (2005)",2005.0,alcoholism,0.9657788
3534,28 Days (2000),2000.0,alcoholism,0.96153533
60758,Brideshead Revisited (2008),2008.0,alcoholism,0.95821977
91128,"Rum Diary, The (2011)",2011.0,alcoholism,0.95105517
90357,Tyrannosaur (2011),2011.0,alcoholism,0.9342017
31785,Frozen Land (Paha maa) (2005),2005.0,alcoholism,0.923337
96728,"Master, The (2012)",2012.0,alcoholism,0.9151101
30848,"Love Song for Bobby Long, A (2004)",2004.0,alcoholism,0.8801638
6537,Terminator 3: Rise of the Machines (2003),2003.0,nuclear war,0.8078735
8134,Wonderful Days (a.k.a. Sky Blue) (2003),2003.0,nuclear war,0.7800316999999999
60684,Watchmen (2009),2009.0,nuclear war,0.7398915
8367,"Time of the Wolf, The (Le temps du loup) (2003)",2003.0,nuclear war,0.7219279000000001
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",2013.0,nuclear war,0.721328
86835,Priest (2011),2011.0,nuclear war,0.6741786999999999
61210,Mutant Chronicles (2008),2008.0,nuclear war,0.66811514
48774,Children of Men (2006),2006.0,nuclear war,0.65829337
55232,Resident Evil: Extinction (2007),2007.0,nuclear war,0.6549624
101076,G.I. Joe: Retaliation (2013),2013.0,nuclear war,0.64799535
87232,X-Men: First Class (2011),2011.0,nuclear war,0.62278867
31184,Appleseed (Appurushîdo) (2004),2004.0,nuclear war,0.59580255
6790,Avalon (2001),2001.0,nuclear war,0.5731354000000001
4781,Megiddo: The Omega Code 2 (2001),2001.0,nuclear war,0.54582155
5523,"Adventures of Pluto Nash, The (2002)",2002.0,nuclear war,0.52196896
6934,"Matrix Revolutions, The (2003)",2003.0,nuclear war,0.4999361
91630,Mission: Impossible - Ghost Protocol (2011),2011.0,nuclear war,0.49925053
68237,Moon (2009),2009.0,nuclear war,0.49420547
68791,Terminator Salvation (2009),2009.0,nuclear war,0.47973704
58297,Doomsday (2008),2008.0,nuclear war,0.47549415
64957,"Curious Case of Benjamin Button, The (2008)",2008.0,aging,0.9286456
99220,Quartet (2012),2012.0,aging,0.88775444
7149,Something's Gotta Give (2003),2003.0,aging,0.8347280999999999
56333,"Savages, The (2007)",2007.0,aging,0.83458185
97673,56 Up (2012),2012.0,aging,0.80770326
98056,Amour (2012),2012.0,aging,0.80686665
50274,Venus (2006),2006.0,aging,0.80022514
78774,Solitary Man (2009),2009.0,aging,0.76201344
64839,"Wrestler, The (2008)",2008.0,aging,0.75956607
8365,"Mother, The (2003)",2003.0,aging,0.74810135
55110,December Boys (2007),2007.0,aging,0.7365997
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",2003.0,aging,0.73096335
54094,Driving Lessons (2006),2006.0,aging,0.7262466
105197,Nebraska (2013),2013.0,aging,0.7261907
94070,"Best Exotic Marigold Hotel, The (2011)",2011.0,aging,0.724903
59590,Young at Heart (a.k.a. Young@Heart) (2007),2007.0,aging,0.719679
38097,Dumplings (Gaau ji) (2004),2004.0,aging,0.7146951
6755,Bubba Ho-tep (2002),2002.0,aging,0.7065563
47778,Quinceañera (2006),2006.0,aging,0.7020031
62235,Red (2008),2008.0,aging,0.6978506
90357,Tyrannosaur (2011),2011.0,bleak,1.0364951
63072,"Road, The (2009)",2009.0,bleak,1.0239771999999998
27834,"Return, The (Vozvrashcheniye) (2003)",2003.0,bleak,1.0182523
64197,Hunger (2008),2008.0,bleak,1.0152353
48774,Children of Men (2006),2006.0,bleak,1.0145458
78574,Winter's Bone (2010),2010.0,bleak,1.0137696
8950,The Machinist (2004),2004.0,bleak,1.0137637
55444,Control (2007),2007.0,bleak,1.0089302
64839,"Wrestler, The (2008)",2008.0,bleak,0.99712133
89072,Stake Land (2010),2010.0,bleak,0.99483323
5329,"Salton Sea, The (2002)",2002.0,bleak,0.98942614
32587,Sin City (2005),2005.0,bleak,0.9890188
4847,Fat Girl (À ma soeur!) (2001),2001.0,bleak,0.9851531
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",2007.0,bleak,0.9767164
81819,Biutiful (2010),2010.0,bleak,0.97454107
69134,Antichrist (2009),2009.0,bleak,0.97410643
5959,Narc (2002),2002.0,bleak,0.96905136
78039,Blue Valentine (2010),2010.0,bleak,0.95839906
90376,We Need to Talk About Kevin (2011),2011.0,bleak,0.9523876
3949,Requiem for a Dream (2000),2000.0,bleak,0.9478557
54116,First Snow (2006),2006.0,suspense,0.92780006
5266,Panic Room (2002),2002.0,suspense,0.9247197
104879,Prisoners (2013),2013.0,suspense,0.9218379
6323,Identity (2003),2003.0,suspense,0.91848207
8957,Saw (2004),2004.0,suspense,0.9159484
5517,Nightcap (Merci pour le chocolat) (2000),2000.0,suspense,0.9158344
6508,"Bank, The (2001)",2001.0,suspense,0.9148655
48780,"Prestige, The (2006)",2006.0,suspense,0.91075075
7254,The Butterfly Effect (2004),2004.0,suspense,0.9105433
39446,Saw II (2005),2005.0,suspense,0.90658593
3994,Unbreakable (2000),2000.0,suspense,0.90400946
7152,"Statement, The (2003)",2003.0,suspense,0.90380824
5502,Signs (2002),2002.0,suspense,0.903744
5824,Liberty Stands Still (2002),2002.0,suspense,0.9022645
48516,"Departed, The (2006)",2006.0,suspense,0.9015838
4770,"Glass House, The (2001)",2001.0,suspense,0.9000235999999999
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",2000.0,suspense,0.8996254000000001
4723,"Deep End, The (2001)",2001.0,suspense,0.8965056999999998
78218,Unthinkable (2010),2010.0,suspense,0.8955684000000002
4052,Antitrust (2001),2001.0,suspense,0.8949543
68954,Up (2009),2009.0,heartwarming,0.9138601
92259,Intouchables (2011),2011.0,heartwarming,0.90899396
88810,"Help, The (2011)",2011.0,heartwarming,0.8715421999999998
31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),2004.0,heartwarming,0.8419483
35015,Duma (2005),2005.0,heartwarming,0.8375299999999999
91869,Being Elmo: A Puppeteer's Journey (2011),2011.0,heartwarming,0.83633494
47099,"Pursuit of Happyness, The (2006)",2006.0,heartwarming,0.83546436
27790,Millions (2004),2004.0,heartwarming,0.83079505
98491,Paperman (2012),2012.0,heartwarming,0.82822216
6760,In This World (2002),2002.0,heartwarming,0.82785535
72641,"Blind Side, The  (2009)",2009.0,heartwarming,0.8275969999999999
8530,Dear Frankie (2004),2004.0,heartwarming,0.8167397
3967,Billy Elliot (2000),2000.0,heartwarming,0.80819166
43396,"World's Fastest Indian, The (2005)",2005.0,heartwarming,0.80558884
50872,Ratatouille (2007),2007.0,heartwarming,0.80543375
7139,In America (2002),2002.0,heartwarming,0.804669
74787,My Name is Khan (2010),2010.0,heartwarming,0.8038533
8809,Danny Deckchair (2003),2003.0,heartwarming,0.8038310000000001
60069,WALL·E (2008),2008.0,heartwarming,0.80182564
6377,Finding Nemo (2003),2003.0,heartwarming,0.80101013
54962,"Nines, The (2007)",2007.0,thought-provoking,0.954527
95058,Cosmopolis  (2012),2012.0,thought-provoking,0.9396081
86290,American: The Bill Hicks Story (2009),2009.0,thought-provoking,0.93799436
39869,Manderlay (2005),2005.0,thought-provoking,0.9307481
84273,Zeitgeist: Moving Forward (2011),2011.0,thought-provoking,0.92550635
5364,Unfaithful (2002),2002.0,thought-provoking,0.9237293
37720,"Exorcism of Emily Rose, The (2005)",2005.0,thought-provoking,0.9123925
5014,I Am Sam (2001),2001.0,thought-provoking,0.9121362
51660,"Ultimate Gift, The (2006)",2006.0,thought-provoking,0.903643
7458,Troy (2004),2004.0,thought-provoking,0.902073
5293,Changing Lanes (2002),2002.0,thought-provoking,0.89977586
89260,Project Nim (2011),2011.0,thought-provoking,0.8963585999999999
80969,Never Let Me Go (2010),2010.0,thought-provoking,0.8928528
50011,"Bothersome Man, The (Brysomme mannen, Den) (2006)",2006.0,thought-provoking,0.8923392
8783,"Village, The (2004)",2004.0,thought-provoking,0.88393927
67197,Knowing (2009),2009.0,thought-provoking,0.8743837
3298,Boiler Room (2000),2000.0,thought-provoking,0.8695779
37475,"Unfinished Life, An (2005)",2005.0,thought-provoking,0.8689921999999999
3969,Pay It Forward (2000),2000.0,thought-provoking,0.8675306
8931,Born Rich (2003),2003.0,thought-provoking,0.86744547
5481,Austin Powers in Goldmember (2002),2002.0,hilarious,0.9532205
56012,"Evening with Kevin Smith 2: Evening Harder, An (2006)",2006.0,hilarious,0.95153856
61132,Tropic Thunder (2008),2008.0,hilarious,0.9512656
52245,Blades of Glory (2007),2007.0,hilarious,0.9457916
5785,Jackass: The Movie (2002),2002.0,hilarious,0.94520736
4816,Zoolander (2001),2001.0,hilarious,0.9447926
86345,Louis C.K.: Hilarious (2010),2010.0,hilarious,0.943949
72171,Black Dynamite (2009),2009.0,hilarious,0.9429226
94677,"Dictator, The (2012)",2012.0,hilarious,0.94172
5401,Undercover Brother (2002),2002.0,hilarious,0.9415177
8528,Dodgeball: A True Underdog Story (2004),2004.0,hilarious,0.9411899
8641,Anchorman: The Legend of Ron Burgundy (2004),2004.0,hilarious,0.94113505
81156,Jackass 3D (2010),2010.0,hilarious,0.94081855
79592,"Other Guys, The (2010)",2010.0,hilarious,0.93997407
60756,Step Brothers (2008),2008.0,hilarious,0.9394585
48322,Jackass Number Two (2006),2006.0,hilarious,0.93936765
93510,21 Jump Street (2012),2012.0,hilarious,0.9388809
6188,Old School (2003),2003.0,hilarious,0.9381318
4974,Not Another Teen Movie (2001),2001.0,hilarious,0.93758786
86347,Louis C.K.: Chewed Up (2008),2008.0,hilarious,0.9359325
74787,My Name is Khan (2010),2010.0,touching,0.8968241
5014,I Am Sam (2001),2001.0,touching,0.88284755
74324,Temple Grandin (2010),2010.0,touching,0.88162124
47099,"Pursuit of Happyness, The (2006)",2006.0,touching,0.8812134
106920,Her (2013),2013.0,touching,0.88001156
55280,Lars and the Real Girl (2007),2007.0,touching,0.87907004
68954,Up (2009),2009.0,touching,0.87866855
92259,Intouchables (2011),2011.0,touching,0.8780787
6760,In This World (2002),2002.0,touching,0.87637544
89774,Warrior (2011),2011.0,touching,0.8755188
88810,"Help, The (2011)",2011.0,touching,0.87448204
31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),2004.0,touching,0.87430155
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),2007.0,touching,0.86919975
104272,Blackfish (2013),2013.0,touching,0.8674059999999999
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),2009.0,touching,0.8626741
69757,(500) Days of Summer (2009),2009.0,touching,0.8617562
6770,My Life Without Me (2003),2003.0,touching,0.86003375
27803,"Sea Inside, The (Mar adentro) (2004)",2004.0,touching,0.850569
71899,Mary and Max (2009),2009.0,touching,0.8380252
89864,50/50 (2011),2011.0,touching,0.8360115
8950,The Machinist (2004),2004.0,weird,1.0407358
89837,Kill List (2011),2011.0,weird,1.0395721
74791,"Town Called Panic, A (Panique au village) (2009)",2009.0,weird,1.03808
5071,Maelström (2000),2000.0,weird,1.036541
5477,Sex and Lucia (Lucía y el sexo) (2001),2001.0,weird,1.0363353000000002
48082,"Science of Sleep, The (La science des rêves) (2006)",2006.0,weird,1.0356013000000002
69951,"Imaginarium of Doctor Parnassus, The (2009)",2009.0,weird,1.0302354
90376,We Need to Talk About Kevin (2011),2011.0,weird,1.0287561
56003,Southland Tales (2006),2006.0,weird,1.0284655
100556,"Act of Killing, The (2012)",2012.0,weird,1.0281187
62203,Martyrs (2008),2008.0,weird,1.0270045
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),2005.0,weird,1.0261354
37857,MirrorMask (2005),2005.0,weird,1.0252886
7361,Eternal Sunshine of the Spotless Mind (2004),2004.0,weird,1.0248206
82041,"Loved Ones, The (2009)",2009.0,weird,1.0239081
4873,Waking Life (2001),2001.0,weird,1.0228953
71304,Thirst (Bakjwi) (2009),2009.0,weird,1.0223441999999998
5909,Visitor Q (Bizita Q) (2001),2001.0,weird,1.0217967
51709,"Host, The (Gwoemul) (2006)",2006.0,weird,1.0216575
27716,"Green Butchers, The (Grønne slagtere, De) (2003)",2003.0,weird,1.0215263
6365,"Matrix Reloaded, The (2003)",2003.0,visually stunning,1.0165296
6934,"Matrix Revolutions, The (2003)",2003.0,visually stunning,1.0103984
4873,Waking Life (2001),2001.0,visually stunning,1.0014418
52328,Sunshine (2007),2007.0,visually stunning,1.0014174999999998
104841,Gravity (2013),2013.0,visually stunning,1.0014029
5903,Equilibrium (2002),2002.0,visually stunning,1.0011677
7361,Eternal Sunshine of the Spotless Mind (2004),2004.0,visually stunning,1.0009875
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",2000.0,visually stunning,1.0007668
59387,"Fall, The (2006)",2006.0,visually stunning,0.99957323
7090,Hero (Ying xiong) (2002),2002.0,visually stunning,0.9992515
48043,"Fountain, The (2006)",2006.0,visually stunning,0.99876213
72998,Avatar (2009),2009.0,visually stunning,0.99868596
106920,Her (2013),2013.0,visually stunning,0.99789965
37857,MirrorMask (2005),2005.0,visually stunning,0.99782526
4144,In the Mood For Love (Fa yeung nin wa) (2000),2000.0,visually stunning,0.9966202
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),2006.0,visually stunning,0.99473834
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),2001.0,visually stunning,0.9933077
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),2007.0,visually stunning,0.99312866
79132,Inception (2010),2010.0,visually stunning,0.99108255
82461,Tron: Legacy (2010),2010.0,visually stunning,0.99044394
80969,Never Let Me Go (2010),2010.0,depressing,0.95197713
7158,House of Sand and Fog (2003),2003.0,depressing,0.95079935
39444,"Weather Man, The (2005)",2005.0,depressing,0.94778824
5505,"Good Girl, The (2002)",2002.0,depressing,0.9455489
63072,"Road, The (2009)",2009.0,depressing,0.94409585
3949,Requiem for a Dream (2000),2000.0,depressing,0.94324934
7572,Wit (2001),2001.0,depressing,0.9374447
93790,Detachment (2011),2011.0,depressing,0.93568575
6291,Lilya 4-Ever (Lilja 4-ever) (2002),2002.0,depressing,0.9350004
40887,Lonesome Jim (2005),2005.0,depressing,0.9344313
30707,Million Dollar Baby (2004),2004.0,depressing,0.93405735
